wmproductId,MÃ NỘI BỘ,product name,"LOẠI 
SIM","GIÁ 
PEE"
WM-SM-T5-15D,WM-SM-T5-15D+1,"Singapore, Malaysia, 15 Days, 5GB, 128kbps",SIM VẬT LÝ,190000
WM-SM-T10-15D,WM-SM-T10-15D+1,"Singapore, Malaysia, 15 Days, 10GB, 128kbps",SIM VẬT LÝ,261000
WM-SM-T20-15D,WM-SM-T20-15D+1,"Singapore, Malaysia, 15 Days, 20GB, 128kbps",SIM VẬT LÝ,419000
WM-SM-T30-15D,WM-SM-T30-15D+1,"Singapore, Malaysia, 15 Days, 30GB, 128kbps",SIM VẬT LÝ,546000
WM-SM-T50-15D,WM-SM-T50-15D+1,"Singapore, Malaysia, 15 Days, 50GB, 128kbps",SIM VẬT LÝ,811000
WM-SM-T3-30D,WM-SM-T3-30D+1,"Singapore, Malaysia, 30 Days, 3GB, 128kbps",SIM VẬT LÝ,162000
WM-SM-T5-30D,WM-SM-T5-30D+1,"Singapore, Malaysia, 30 Days, 5GB, 128kbps",SIM VẬT LÝ,197000
WM-SM-T10-30D,WM-SM-T10-30D+1,"Singapore, Malaysia, 30 Days, 10GB, 128kbps",SIM VẬT LÝ,276000
WM-SM-T20-30D,WM-SM-T20-30D+1,"Singapore, Malaysia, 30 Days, 20GB, 128kbps",SIM VẬT LÝ,439000
WM-SM-T30-30D,WM-SM-T30-30D+1,"Singapore, Malaysia, 30 Days, 30GB, 128kbps",SIM VẬT LÝ,568000
WM-SM-T50-30D,WM-SM-T50-30D+1,"Singapore, Malaysia, 30 Days, 50GB, 128kbps",SIM VẬT LÝ,848000
WM-e-SIT-500MB-1D,WM-e-SIT-500MB-1D+1,"Singapore, Indonesia, Thailand, 1 Day, 500MB /day, 128kbps",ESIM,61000
WM-e-SIT-1GB-1D,WM-e-SIT-1GB-1D+1,"Singapore, Indonesia, Thailand, 1 Day, 1GB /day, 128kbps",ESIM,61000
WM-e-SIT-2GB-1D,WM-e-SIT-2GB-1D+1,"Singapore, Indonesia, Thailand, 1 Day, 2GB /day, 128kbps",ESIM,75000
WM-e-SIT-3GB-1D,WM-e-SIT-3GB-1D+1,"Singapore, Indonesia, Thailand, 1 Day, 3GB /day, 128kbps",ESIM,83000
WM-e-SIT-MAX-1D,WM-e-SIT-MAX-1D+1,"Singapore, Indonesia, Thailand, 1 Day, Unlimited data /day",ESIM,111000
WM-e-SIT-10MAX-1D,WM-e-SIT-10MAX-1D+1,"Singapore, Indonesia, Thailand, 1 Day, Premium unlimited data/day",ESIM,119000
WM-e-SIT-TI-1D,WM-e-SIT-TI-1D+1,"Singapore, Indonesia, Thailand, 1 Day, Titanium AYCE /day",ESIM,183000
WM-e-SIT-500MB-2D,WM-e-SIT-500MB-2D+1,"Singapore, Indonesia, Thailand, 2 Days, 500MB /day, 128kbps",ESIM,69000
WM-e-SIT-1GB-2D,WM-e-SIT-1GB-2D+1,"Singapore, Indonesia, Thailand, 2 Days, 1GB /day, 128kbps",ESIM,75000
WM-e-SIT-2GB-2D,WM-e-SIT-2GB-2D+1,"Singapore, Indonesia, Thailand, 2 Days, 2GB /day, 128kbps",ESIM,104000
WM-e-SIT-3GB-2D,WM-e-SIT-3GB-2D+1,"Singapore, Indonesia, Thailand, 2 Days, 3GB /day, 128kbps",ESIM,119000
WM-e-SIT-MAX-2D,WM-e-SIT-MAX-2D+1,"Singapore, Indonesia, Thailand, 2 Days, Unlimited data /day",ESIM,168000
WM-e-SIT-10MAX-2D,WM-e-SIT-10MAX-2D+1,"Singapore, Indonesia, Thailand, 2 Days, Premium unlimited data/day",ESIM,190000
WM-e-SIT-TI-2D,WM-e-SIT-TI-2D+1,"Singapore, Indonesia, Thailand, 2 Days, Titanium AYCE /day",ESIM,325000
WM-e-SIT-500MB-3D,WM-e-SIT-500MB-3D+1,"Singapore, Indonesia, Thailand, 3 Days, 500MB /day, 128kbps",ESIM,83000
WM-e-SIT-1GB-3D,WM-e-SIT-1GB-3D+1,"Singapore, Indonesia, Thailand, 3 Days, 1GB /day, 128kbps",ESIM,91000
WM-e-SIT-2GB-3D,WM-e-SIT-2GB-3D+1,"Singapore, Indonesia, Thailand, 3 Days, 2GB /day, 128kbps",ESIM,126000
WM-e-SIT-3GB-3D,WM-e-SIT-3GB-3D+1,"Singapore, Indonesia, Thailand, 3 Days, 3GB /day, 128kbps",ESIM,155000
WM-e-SIT-MAX-3D,WM-e-SIT-MAX-3D+1,"Singapore, Indonesia, Thailand, 3 Days, Unlimited data /day",ESIM,226000
WM-e-SIT-10MAX-3D,WM-e-SIT-10MAX-3D+1,"Singapore, Indonesia, Thailand, 3 Days, Premium unlimited data/day",ESIM,261000
WM-e-SIT-TI-3D,WM-e-SIT-TI-3D+1,"Singapore, Indonesia, Thailand, 3 Days, Titanium AYCE /day",ESIM,468000
WM-e-SIT-T3-3D,WM-e-SIT-T3-3D+1,"Singapore, Indonesia, Thailand, 3 Days, 3GB, 128kbps",ESIM,91000
WM-e-SIT-T5-3D,WM-e-SIT-T5-3D+1,"Singapore, Indonesia, Thailand, 3 Days, 5GB, 128kbps",ESIM,126000
WM-e-SIT-T10-3D,WM-e-SIT-T10-3D+1,"Singapore, Indonesia, Thailand, 3 Days, 10GB, 128kbps",ESIM,176000
WM-e-SIT-T20-3D,WM-e-SIT-T20-3D+1,"Singapore, Indonesia, Thailand, 3 Days, 20GB, 128kbps",ESIM,297000
WM-e-SIT-T30-3D,WM-e-SIT-T30-3D+1,"Singapore, Indonesia, Thailand, 3 Days, 30GB, 128kbps",ESIM,432000
WM-e-SIT-T50-3D,WM-e-SIT-T50-3D+1,"Singapore, Indonesia, Thailand, 3 Days, 50GB, 128kbps",ESIM,639000
WM-e-SIT-500MB-4D,WM-e-SIT-500MB-4D+1,"Singapore, Indonesia, Thailand, 4 Days, 500MB /day, 128kbps",ESIM,91000
WM-e-SIT-1GB-4D,WM-e-SIT-1GB-4D+1,"Singapore, Indonesia, Thailand, 4 Days, 1GB /day, 128kbps",ESIM,104000
WM-e-SIT-2GB-4D,WM-e-SIT-2GB-4D+1,"Singapore, Indonesia, Thailand, 4 Days, 2GB /day, 128kbps",ESIM,155000
WM-e-SIT-3GB-4D,WM-e-SIT-3GB-4D+1,"Singapore, Indonesia, Thailand, 4 Days, 3GB /day, 128kbps",ESIM,190000
WM-e-SIT-MAX-4D,WM-e-SIT-MAX-4D+1,"Singapore, Indonesia, Thailand, 4 Days, Unlimited data /day",ESIM,283000
WM-e-SIT-10MAX-4D,WM-e-SIT-10MAX-4D+1,"Singapore, Indonesia, Thailand, 4 Days, Premium unlimited data/day",ESIM,325000
WM-e-SIT-TI-4D,WM-e-SIT-TI-4D+1,"Singapore, Indonesia, Thailand, 4 Days, Titanium AYCE /day",ESIM,610000
WM-e-SIT-500MB-5D,WM-e-SIT-500MB-5D+1,"Singapore, Indonesia, Thailand, 5 Days, 500MB /day, 128kbps",ESIM,104000
WM-e-SIT-1GB-5D,WM-e-SIT-1GB-5D+1,"Singapore, Indonesia, Thailand, 5 Days, 1GB /day, 128kbps",ESIM,119000
WM-e-SIT-2GB-5D,WM-e-SIT-2GB-5D+1,"Singapore, Indonesia, Thailand, 5 Days, 2GB /day, 128kbps",ESIM,176000
WM-e-SIT-3GB-5D,WM-e-SIT-3GB-5D+1,"Singapore, Indonesia, Thailand, 5 Days, 3GB /day, 128kbps",ESIM,226000
WM-e-SIT-MAX-5D,WM-e-SIT-MAX-5D+1,"Singapore, Indonesia, Thailand, 5 Days, Unlimited data /day",ESIM,340000
WM-e-SIT-10MAX-5D,WM-e-SIT-10MAX-5D+1,"Singapore, Indonesia, Thailand, 5 Days, Premium unlimited data/day",ESIM,396000
WM-e-SIT-TI-5D,WM-e-SIT-TI-5D+1,"Singapore, Indonesia, Thailand, 5 Days, Titanium AYCE /day",ESIM,752000
WM-e-SIT-T3-5D,WM-e-SIT-T3-5D+1,"Singapore, Indonesia, Thailand, 5 Days, 3GB, 128kbps",ESIM,97000
WM-e-SIT-T5-5D,WM-e-SIT-T5-5D+1,"Singapore, Indonesia, Thailand, 5 Days, 5GB, 128kbps",ESIM,133000
WM-e-SIT-T10-5D,WM-e-SIT-T10-5D+1,"Singapore, Indonesia, Thailand, 5 Days, 10GB, 128kbps",ESIM,183000
WM-e-SIT-T20-5D,WM-e-SIT-T20-5D+1,"Singapore, Indonesia, Thailand, 5 Days, 20GB, 128kbps",ESIM,311000
WM-e-SIT-T30-5D,WM-e-SIT-T30-5D+1,"Singapore, Indonesia, Thailand, 5 Days, 30GB, 128kbps",ESIM,454000
WM-e-SIT-T50-5D,WM-e-SIT-T50-5D+1,"Singapore, Indonesia, Thailand, 5 Days, 50GB, 128kbps",ESIM,675000
WM-e-SIT-500MB-6D,WM-e-SIT-500MB-6D+1,"Singapore, Indonesia, Thailand, 6 Days, 500MB /day, 128kbps",ESIM,111000
WM-e-SIT-1GB-6D,WM-e-SIT-1GB-6D+1,"Singapore, Indonesia, Thailand, 6 Days, 1GB /day, 128kbps",ESIM,133000
WM-e-SIT-2GB-6D,WM-e-SIT-2GB-6D+1,"Singapore, Indonesia, Thailand, 6 Days, 2GB /day, 128kbps",ESIM,204000
WM-e-SIT-3GB-6D,WM-e-SIT-3GB-6D+1,"Singapore, Indonesia, Thailand, 6 Days, 3GB /day, 128kbps",ESIM,261000
WM-e-SIT-MAX-6D,WM-e-SIT-MAX-6D+1,"Singapore, Indonesia, Thailand, 6 Days, Unlimited data /day",ESIM,396000
WM-e-SIT-10MAX-6D,WM-e-SIT-10MAX-6D+1,"Singapore, Indonesia, Thailand, 6 Days, Premium unlimited data/day",ESIM,468000
WM-e-SIT-TI-6D,WM-e-SIT-TI-6D+1,"Singapore, Indonesia, Thailand, 6 Days, Titanium AYCE /day",ESIM,896000
WM-e-SIT-500MB-7D,WM-e-SIT-500MB-7D+1,"Singapore, Indonesia, Thailand, 7 Days, 500MB /day, 128kbps",ESIM,126000
WM-e-SIT-1GB-7D,WM-e-SIT-1GB-7D+1,"Singapore, Indonesia, Thailand, 7 Days, 1GB /day, 128kbps",ESIM,146000
WM-e-SIT-2GB-7D,WM-e-SIT-2GB-7D+1,"Singapore, Indonesia, Thailand, 7 Days, 2GB /day, 128kbps",ESIM,226000
WM-e-SIT-3GB-7D,WM-e-SIT-3GB-7D+1,"Singapore, Indonesia, Thailand, 7 Days, 3GB /day, 128kbps",ESIM,297000
WM-e-SIT-MAX-7D,WM-e-SIT-MAX-7D+1,"Singapore, Indonesia, Thailand, 7 Days, Unlimited data /day",ESIM,454000
WM-e-SIT-10MAX-7D,WM-e-SIT-10MAX-7D+1,"Singapore, Indonesia, Thailand, 7 Days, Premium unlimited data/day",ESIM,539000
WM-e-SIT-TI-7D,WM-e-SIT-TI-7D+1,"Singapore, Indonesia, Thailand, 7 Days, Titanium AYCE /day",ESIM,1038000
WM-e-SIT-T3-7D,WM-e-SIT-T3-7D+1,"Singapore, Indonesia, Thailand, 7 Days, 3GB, 128kbps",ESIM,104000
WM-e-SIT-T5-7D,WM-e-SIT-T5-7D+1,"Singapore, Indonesia, Thailand, 7 Days, 5GB, 128kbps",ESIM,140000
WM-e-SIT-T10-7D,WM-e-SIT-T10-7D+1,"Singapore, Indonesia, Thailand, 7 Days, 10GB, 128kbps",ESIM,198000
WM-e-SIT-T20-7D,WM-e-SIT-T20-7D+1,"Singapore, Indonesia, Thailand, 7 Days, 20GB, 128kbps",ESIM,333000
WM-e-SIT-T30-7D,WM-e-SIT-T30-7D+1,"Singapore, Indonesia, Thailand, 7 Days, 30GB, 128kbps",ESIM,475000
WM-e-SIT-T50-7D,WM-e-SIT-T50-7D+1,"Singapore, Indonesia, Thailand, 7 Days, 50GB, 128kbps",ESIM,711000
WM-e-SIT-500MB-8D,WM-e-SIT-500MB-8D+1,"Singapore, Indonesia, Thailand, 8 Days, 500MB /day, 128kbps",ESIM,133000
WM-e-SIT-1GB-8D,WM-e-SIT-1GB-8D+1,"Singapore, Indonesia, Thailand, 8 Days, 1GB /day, 128kbps",ESIM,162000
WM-e-SIT-2GB-8D,WM-e-SIT-2GB-8D+1,"Singapore, Indonesia, Thailand, 8 Days, 2GB /day, 128kbps",ESIM,254000
WM-e-SIT-3GB-8D,WM-e-SIT-3GB-8D+1,"Singapore, Indonesia, Thailand, 8 Days, 3GB /day, 128kbps",ESIM,325000
WM-e-SIT-MAX-8D,WM-e-SIT-MAX-8D+1,"Singapore, Indonesia, Thailand, 8 Days, Unlimited data /day",ESIM,511000
WM-e-SIT-10MAX-8D,WM-e-SIT-10MAX-8D+1,"Singapore, Indonesia, Thailand, 8 Days, Premium unlimited data/day",ESIM,604000
WM-e-SIT-TI-8D,WM-e-SIT-TI-8D+1,"Singapore, Indonesia, Thailand, 8 Days, Titanium AYCE /day",ESIM,1181000
WM-e-SIT-500MB-9D,WM-e-SIT-500MB-9D+1,"Singapore, Indonesia, Thailand, 9 Days, 500MB /day, 128kbps",ESIM,146000
WM-e-SIT-1GB-9D,WM-e-SIT-1GB-9D+1,"Singapore, Indonesia, Thailand, 9 Days, 1GB /day, 128kbps",ESIM,176000
WM-e-SIT-2GB-9D,WM-e-SIT-2GB-9D+1,"Singapore, Indonesia, Thailand, 9 Days, 2GB /day, 128kbps",ESIM,283000
WM-e-SIT-3GB-9D,WM-e-SIT-3GB-9D+1,"Singapore, Indonesia, Thailand, 9 Days, 3GB /day, 128kbps",ESIM,361000
WM-e-SIT-MAX-9D,WM-e-SIT-MAX-9D+1,"Singapore, Indonesia, Thailand, 9 Days, Unlimited data /day",ESIM,568000
WM-e-SIT-10MAX-9D,WM-e-SIT-10MAX-9D+1,"Singapore, Indonesia, Thailand, 9 Days, Premium unlimited data/day",ESIM,675000
WM-e-SIT-TI-9D,WM-e-SIT-TI-9D+1,"Singapore, Indonesia, Thailand, 9 Days, Titanium AYCE /day",ESIM,1323000
WM-e-SIT-500MB-10D,WM-e-SIT-500MB-10D+1,"Singapore, Indonesia, Thailand, 10 Days, 500MB /day, 128kbps",ESIM,155000
WM-e-SIT-1GB-10D,WM-e-SIT-1GB-10D+1,"Singapore, Indonesia, Thailand, 10 Days, 1GB /day, 128kbps",ESIM,190000
WM-e-SIT-2GB-10D,WM-e-SIT-2GB-10D+1,"Singapore, Indonesia, Thailand, 10 Days, 2GB /day, 128kbps",ESIM,304000
WM-e-SIT-3GB-10D,WM-e-SIT-3GB-10D+1,"Singapore, Indonesia, Thailand, 10 Days, 3GB /day, 128kbps",ESIM,396000
WM-e-SIT-MAX-10D,WM-e-SIT-MAX-10D+1,"Singapore, Indonesia, Thailand, 10 Days, Unlimited data /day",ESIM,632000
WM-e-SIT-10MAX-10D,WM-e-SIT-10MAX-10D+1,"Singapore, Indonesia, Thailand, 10 Days, Premium unlimited data/day",ESIM,746000
WM-e-SIT-TI-10D,WM-e-SIT-TI-10D+1,"Singapore, Indonesia, Thailand, 10 Days, Titanium AYCE /day",ESIM,1466000
WM-e-SIT-T3-10D,WM-e-SIT-T3-10D+1,"Singapore, Indonesia, Thailand, 10 Days, 3GB, 128kbps",ESIM,111000
WM-e-SIT-T5-10D,WM-e-SIT-T5-10D+1,"Singapore, Indonesia, Thailand, 10 Days, 5GB, 128kbps",ESIM,146000
WM-e-SIT-T10-10D,WM-e-SIT-T10-10D+1,"Singapore, Indonesia, Thailand, 10 Days, 10GB, 128kbps",ESIM,211000
WM-e-SIT-T20-10D,WM-e-SIT-T20-10D+1,"Singapore, Indonesia, Thailand, 10 Days, 20GB, 128kbps",ESIM,355000
WM-e-SIT-T30-10D,WM-e-SIT-T30-10D+1,"Singapore, Indonesia, Thailand, 10 Days, 30GB, 128kbps",ESIM,497000
WM-e-SIT-T50-10D,WM-e-SIT-T50-10D+1,"Singapore, Indonesia, Thailand, 10 Days, 50GB, 128kbps",ESIM,746000
WM-e-SIT-500MB-11D,WM-e-SIT-500MB-11D+1,"Singapore, Indonesia, Thailand, 11 Days, 500MB /day, 128kbps",ESIM,173000
WM-e-SIT-1GB-11D,WM-e-SIT-1GB-11D+1,"Singapore, Indonesia, Thailand, 11 Days, 1GB /day, 128kbps",ESIM,248000
WM-e-SIT-2GB-11D,WM-e-SIT-2GB-11D+1,"Singapore, Indonesia, Thailand, 11 Days, 2GB /day, 128kbps",ESIM,409000
WM-e-SIT-3GB-11D,WM-e-SIT-3GB-11D+1,"Singapore, Indonesia, Thailand, 11 Days, 3GB /day, 128kbps",ESIM,550000
WM-e-SIT-MAX-11D,WM-e-SIT-MAX-11D+1,"Singapore, Indonesia, Thailand, 11 Days, Unlimited data /day",ESIM,870000
WM-e-SIT-10MAX-11D,WM-e-SIT-10MAX-11D+1,"Singapore, Indonesia, Thailand, 11 Days, Premium unlimited data/day",ESIM,1058000
WM-e-SIT-TI-11D,WM-e-SIT-TI-11D+1,"Singapore, Indonesia, Thailand, 11 Days, Titanium AYCE /day",ESIM,1609000
WM-e-SIT-500MB-12D,WM-e-SIT-500MB-12D+1,"Singapore, Indonesia, Thailand, 12 Days, 500MB /day, 128kbps",ESIM,179000
WM-e-SIT-1GB-12D,WM-e-SIT-1GB-12D+1,"Singapore, Indonesia, Thailand, 12 Days, 1GB /day, 128kbps",ESIM,252000
WM-e-SIT-2GB-12D,WM-e-SIT-2GB-12D+1,"Singapore, Indonesia, Thailand, 12 Days, 2GB /day, 128kbps",ESIM,416000
WM-e-SIT-3GB-12D,WM-e-SIT-3GB-12D+1,"Singapore, Indonesia, Thailand, 12 Days, 3GB /day, 128kbps",ESIM,557000
WM-e-SIT-MAX-12D,WM-e-SIT-MAX-12D+1,"Singapore, Indonesia, Thailand, 12 Days, Unlimited data /day",ESIM,883000
WM-e-SIT-10MAX-12D,WM-e-SIT-10MAX-12D+1,"Singapore, Indonesia, Thailand, 12 Days, Premium unlimited data/day",ESIM,1066000
WM-e-SIT-TI-12D,WM-e-SIT-TI-12D+1,"Singapore, Indonesia, Thailand, 12 Days, Titanium AYCE /day",ESIM,1751000
WM-e-SIT-500MB-13D,WM-e-SIT-500MB-13D+1,"Singapore, Indonesia, Thailand, 13 Days, 500MB /day, 128kbps",ESIM,189000
WM-e-SIT-1GB-13D,WM-e-SIT-1GB-13D+1,"Singapore, Indonesia, Thailand, 13 Days, 1GB /day, 128kbps",ESIM,255000
WM-e-SIT-2GB-13D,WM-e-SIT-2GB-13D+1,"Singapore, Indonesia, Thailand, 13 Days, 2GB /day, 128kbps",ESIM,425000
WM-e-SIT-3GB-13D,WM-e-SIT-3GB-13D+1,"Singapore, Indonesia, Thailand, 13 Days, 3GB /day, 128kbps",ESIM,562000
WM-e-SIT-MAX-13D,WM-e-SIT-MAX-13D+1,"Singapore, Indonesia, Thailand, 13 Days, Unlimited data /day",ESIM,893000
WM-e-SIT-10MAX-13D,WM-e-SIT-10MAX-13D+1,"Singapore, Indonesia, Thailand, 13 Days, Premium unlimited data/day",ESIM,1074000
WM-e-SIT-TI-13D,WM-e-SIT-TI-13D+1,"Singapore, Indonesia, Thailand, 13 Days, Titanium AYCE /day",ESIM,1895000
WM-e-SIT-500MB-14D,WM-e-SIT-500MB-14D+1,"Singapore, Indonesia, Thailand, 14 Days, 500MB /day, 128kbps",ESIM,196000
WM-e-SIT-1GB-14D,WM-e-SIT-1GB-14D+1,"Singapore, Indonesia, Thailand, 14 Days, 1GB /day, 128kbps",ESIM,260000
WM-e-SIT-2GB-14D,WM-e-SIT-2GB-14D+1,"Singapore, Indonesia, Thailand, 14 Days, 2GB /day, 128kbps",ESIM,428000
WM-e-SIT-3GB-14D,WM-e-SIT-3GB-14D+1,"Singapore, Indonesia, Thailand, 14 Days, 3GB /day, 128kbps",ESIM,566000
WM-e-SIT-MAX-14D,WM-e-SIT-MAX-14D+1,"Singapore, Indonesia, Thailand, 14 Days, Unlimited data /day",ESIM,902000
WM-e-SIT-10MAX-14D,WM-e-SIT-10MAX-14D+1,"Singapore, Indonesia, Thailand, 14 Days, Premium unlimited data/day",ESIM,1084000
WM-e-SIT-TI-14D,WM-e-SIT-TI-14D+1,"Singapore, Indonesia, Thailand, 14 Days, Titanium AYCE /day",ESIM,2037000
WM-e-SIT-500MB-15D,WM-e-SIT-500MB-15D+1,"Singapore, Indonesia, Thailand, 15 Days, 500MB /day, 128kbps",ESIM,204000
WM-e-SIT-1GB-15D,WM-e-SIT-1GB-15D+1,"Singapore, Indonesia, Thailand, 15 Days, 1GB /day, 128kbps",ESIM,261000
WM-e-SIT-2GB-15D,WM-e-SIT-2GB-15D+1,"Singapore, Indonesia, Thailand, 15 Days, 2GB /day, 128kbps",ESIM,432000
WM-e-SIT-3GB-15D,WM-e-SIT-3GB-15D+1,"Singapore, Indonesia, Thailand, 15 Days, 3GB /day, 128kbps",ESIM,568000
WM-e-SIT-MAX-15D,WM-e-SIT-MAX-15D+1,"Singapore, Indonesia, Thailand, 15 Days, Unlimited data /day",ESIM,917000
WM-e-SIT-10MAX-15D,WM-e-SIT-10MAX-15D+1,"Singapore, Indonesia, Thailand, 15 Days, Premium unlimited data/day",ESIM,1090000
WM-e-SIT-TI-15D,WM-e-SIT-TI-15D+1,"Singapore, Indonesia, Thailand, 15 Days, Titanium AYCE /day",ESIM,2179000
WM-e-SIT-T3-15D,WM-e-SIT-T3-15D+1,"Singapore, Indonesia, Thailand, 15 Days, 3GB, 128kbps",ESIM,119000
WM-e-SIT-T5-15D,WM-e-SIT-T5-15D+1,"Singapore, Indonesia, Thailand, 15 Days, 5GB, 128kbps",ESIM,155000
WM-e-SIT-T10-15D,WM-e-SIT-T10-15D+1,"Singapore, Indonesia, Thailand, 15 Days, 10GB, 128kbps",ESIM,226000
WM-e-SIT-T20-15D,WM-e-SIT-T20-15D+1,"Singapore, Indonesia, Thailand, 15 Days, 20GB, 128kbps",ESIM,376000
WM-e-SIT-T30-15D,WM-e-SIT-T30-15D+1,"Singapore, Indonesia, Thailand, 15 Days, 30GB, 128kbps",ESIM,519000
WM-e-SIT-T50-15D,WM-e-SIT-T50-15D+1,"Singapore, Indonesia, Thailand, 15 Days, 50GB, 128kbps",ESIM,783000
WM-e-SIT-500MB-16D,WM-e-SIT-500MB-16D+1,"Singapore, Indonesia, Thailand, 16 Days, 500MB /day, 128kbps",ESIM,236000
WM-e-SIT-1GB-16D,WM-e-SIT-1GB-16D+1,"Singapore, Indonesia, Thailand, 16 Days, 1GB /day, 128kbps",ESIM,308000
WM-e-SIT-2GB-16D,WM-e-SIT-2GB-16D+1,"Singapore, Indonesia, Thailand, 16 Days, 2GB /day, 128kbps",ESIM,534000
WM-e-SIT-3GB-16D,WM-e-SIT-3GB-16D+1,"Singapore, Indonesia, Thailand, 16 Days, 3GB /day, 128kbps",ESIM,719000
WM-e-SIT-MAX-16D,WM-e-SIT-MAX-16D+1,"Singapore, Indonesia, Thailand, 16 Days, Unlimited data /day",ESIM,1168000
WM-e-SIT-10MAX-16D,WM-e-SIT-10MAX-16D+1,"Singapore, Indonesia, Thailand, 16 Days, Premium unlimited data/day",ESIM,1420000
WM-e-SIT-TI-16D,WM-e-SIT-TI-16D+1,"Singapore, Indonesia, Thailand, 16 Days, Titanium AYCE /day",ESIM,2322000
WM-e-SIT-500MB-17D,WM-e-SIT-500MB-17D+1,"Singapore, Indonesia, Thailand, 17 Days, 500MB /day, 128kbps",ESIM,243000
WM-e-SIT-1GB-17D,WM-e-SIT-1GB-17D+1,"Singapore, Indonesia, Thailand, 17 Days, 1GB /day, 128kbps",ESIM,314000
WM-e-SIT-2GB-17D,WM-e-SIT-2GB-17D+1,"Singapore, Indonesia, Thailand, 17 Days, 2GB /day, 128kbps",ESIM,540000
WM-e-SIT-3GB-17D,WM-e-SIT-3GB-17D+1,"Singapore, Indonesia, Thailand, 17 Days, 3GB /day, 128kbps",ESIM,727000
WM-e-SIT-MAX-17D,WM-e-SIT-MAX-17D+1,"Singapore, Indonesia, Thailand, 17 Days, Unlimited data /day",ESIM,1183000
WM-e-SIT-10MAX-17D,WM-e-SIT-10MAX-17D+1,"Singapore, Indonesia, Thailand, 17 Days, Premium unlimited data/day",ESIM,1427000
WM-e-SIT-TI-17D,WM-e-SIT-TI-17D+1,"Singapore, Indonesia, Thailand, 17 Days, Titanium AYCE /day",ESIM,2464000
WM-e-SIT-500MB-18D,WM-e-SIT-500MB-18D+1,"Singapore, Indonesia, Thailand, 18 Days, 500MB /day, 128kbps",ESIM,252000
WM-e-SIT-1GB-18D,WM-e-SIT-1GB-18D+1,"Singapore, Indonesia, Thailand, 18 Days, 1GB /day, 128kbps",ESIM,317000
WM-e-SIT-2GB-18D,WM-e-SIT-2GB-18D+1,"Singapore, Indonesia, Thailand, 18 Days, 2GB /day, 128kbps",ESIM,548000
WM-e-SIT-3GB-18D,WM-e-SIT-3GB-18D+1,"Singapore, Indonesia, Thailand, 18 Days, 3GB /day, 128kbps",ESIM,733000
WM-e-SIT-MAX-18D,WM-e-SIT-MAX-18D+1,"Singapore, Indonesia, Thailand, 18 Days, Unlimited data /day",ESIM,1192000
WM-e-SIT-10MAX-18D,WM-e-SIT-10MAX-18D+1,"Singapore, Indonesia, Thailand, 18 Days, Premium unlimited data/day",ESIM,1432000
WM-e-SIT-TI-18D,WM-e-SIT-TI-18D+1,"Singapore, Indonesia, Thailand, 18 Days, Titanium AYCE /day",ESIM,2608000
WM-e-SIT-500MB-19D,WM-e-SIT-500MB-19D+1,"Singapore, Indonesia, Thailand, 19 Days, 500MB /day, 128kbps",ESIM,260000
WM-e-SIT-1GB-19D,WM-e-SIT-1GB-19D+1,"Singapore, Indonesia, Thailand, 19 Days, 1GB /day, 128kbps",ESIM,322000
WM-e-SIT-2GB-19D,WM-e-SIT-2GB-19D+1,"Singapore, Indonesia, Thailand, 19 Days, 2GB /day, 128kbps",ESIM,557000
WM-e-SIT-3GB-19D,WM-e-SIT-3GB-19D+1,"Singapore, Indonesia, Thailand, 19 Days, 3GB /day, 128kbps",ESIM,739000
WM-e-SIT-MAX-19D,WM-e-SIT-MAX-19D+1,"Singapore, Indonesia, Thailand, 19 Days, Unlimited data /day",ESIM,1199000
WM-e-SIT-10MAX-19D,WM-e-SIT-10MAX-19D+1,"Singapore, Indonesia, Thailand, 19 Days, Premium unlimited data/day",ESIM,1436000
WM-e-SIT-TI-19D,WM-e-SIT-TI-19D+1,"Singapore, Indonesia, Thailand, 19 Days, Titanium AYCE /day",ESIM,2750000
WM-e-SIT-500MB-20D,WM-e-SIT-500MB-20D+1,"Singapore, Indonesia, Thailand, 20 Days, 500MB /day, 128kbps",ESIM,261000
WM-e-SIT-1GB-20D,WM-e-SIT-1GB-20D+1,"Singapore, Indonesia, Thailand, 20 Days, 1GB /day, 128kbps",ESIM,325000
WM-e-SIT-2GB-20D,WM-e-SIT-2GB-20D+1,"Singapore, Indonesia, Thailand, 20 Days, 2GB /day, 128kbps",ESIM,561000
WM-e-SIT-3GB-20D,WM-e-SIT-3GB-20D+1,"Singapore, Indonesia, Thailand, 20 Days, 3GB /day, 128kbps",ESIM,746000
WM-e-SIT-MAX-20D,WM-e-SIT-MAX-20D+1,"Singapore, Indonesia, Thailand, 20 Days, Unlimited data /day",ESIM,1210000
WM-e-SIT-10MAX-20D,WM-e-SIT-10MAX-20D+1,"Singapore, Indonesia, Thailand, 20 Days, Premium unlimited data/day",ESIM,1438000
WM-e-SIT-TI-20D,WM-e-SIT-TI-20D+1,"Singapore, Indonesia, Thailand, 20 Days, Titanium AYCE /day",ESIM,2892000
WM-e-SIT-500MB-21D,WM-e-SIT-500MB-21D+1,"Singapore, Indonesia, Thailand, 21 Days, 500MB /day, 128kbps",ESIM,302000
WM-e-SIT-1GB-21D,WM-e-SIT-1GB-21D+1,"Singapore, Indonesia, Thailand, 21 Days, 1GB /day, 128kbps",ESIM,426000
